#gene_id	functional_anno
SpGA2022_019203-R0	Similar to PCMP-E36: Pentatricopeptide repeat-containing protein At4g21300 (Arabidopsis thaliana)
SpGA2022_055783-R0	Protein of unknown function
SpGA2022_055784-R0	Similar to PAT1H1: Protein PAT1 homolog 1 (Arabidopsis thaliana)
SpGA2022_055785-R0	Similar to UEL-3: Probable UDP-arabinose 4-epimerase 3 (Oryza sativa subsp. japonica)
SpGA2022_055786-R0	Protein of unknown function
SpGA2022_019207-R0	Similar to Antimicrobial peptide 1 (Pinus monticola)
SpGA2022_019208-R0	Similar to Antimicrobial peptide 1 (Macadamia integrifolia)
SpGA2022_019209-R0	Similar to Antimicrobial peptide 1 (Pinus monticola)
SpGA2022_019210-R0	Protein of unknown function
SpGA2022_019211-R0	Protein of unknown function
SpGA2022_055787-R0	Protein of unknown function
SpGA2022_019213-R0	Protein of unknown function
SpGA2022_019214-R0	Protein of unknown function
SpGA2022_019215-R0	Protein of unknown function
SpGA2022_019216-R0	Protein of unknown function
SpGA2022_019217-R0	Protein of unknown function
SpGA2022_019218-R0	Protein of unknown function
SpGA2022_019219-R0	Similar to At5g24830: Pentatricopeptide repeat-containing protein At5g24830 (Arabidopsis thaliana)
SpGA2022_019220-R0	Similar to LIP1P: Lipoyl synthase%2C chloroplastic (Ricinus communis)
SpGA2022_019221-R0	Similar to At1g04390: BTB/POZ domain-containing protein At1g04390 (Arabidopsis thaliana)
SpGA2022_019222-R0	Similar to RPI4: Probable ribose-5-phosphate isomerase 4%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019224-R0	Protein of unknown function
SpGA2022_019225-R0	Similar to rsmH: Ribosomal RNA small subunit methyltransferase H (Protochlamydia amoebophila (strain UWE25))
SpGA2022_019226-R0	Protein of unknown function
SpGA2022_055788-R0	Similar to SBT2.3: Subtilisin-like protease SBT2.3 (Arabidopsis thaliana)
SpGA2022_019228-R0	Protein of unknown function
SpGA2022_055789-R0	Similar to At1g06690: Uncharacterized oxidoreductase At1g06690%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019231-R0	Similar to PIF1: Transcription factor PIF1 (Arabidopsis thaliana)
SpGA2022_019232-R0	Protein of unknown function
SpGA2022_019233-R0	Protein of unknown function
SpGA2022_019234-R0	Protein of unknown function
SpGA2022_055790-R0	Similar to JMJ14: Lysine-specific demethylase JMJ14 (Arabidopsis thaliana)
SpGA2022_019236-R0	Similar to YL1: Protein YELLOW LEAF 1%2C choloroplastic (Oryza sativa subsp. japonica)
SpGA2022_055791-R0	Similar to DOT2: SART-1 family protein DOT2 (Arabidopsis thaliana)
SpGA2022_019238-R0	Protein of unknown function
SpGA2022_019239-R0	Protein of unknown function
SpGA2022_019240-R0	Protein of unknown function
SpGA2022_019241-R0	Protein of unknown function
SpGA2022_055792-R0	Similar to Alpha-glucosidase (Hordeum vulgare)
SpGA2022_055793-R0	Similar to HBS1L: HBS1-like protein (Bos taurus)
SpGA2022_019245-R0	Protein of unknown function
SpGA2022_019246-R0	Protein of unknown function
SpGA2022_019247-R0	Similar to FL: Floricaula/leafy homolog (Populus trichocarpa)
SpGA2022_055794-R0	Similar to STIPL1: Septin and tuftelin-interacting protein 1 homolog 1 (Arabidopsis thaliana)
SpGA2022_019249-R0	Similar to DPBF3: ABSCISIC ACID-INSENSITIVE 5-like protein 2 (Arabidopsis thaliana)
SpGA2022_019250-R0	Similar to PCMP-E24: Pentatricopeptide repeat-containing protein At1g22830 (Arabidopsis thaliana)
SpGA2022_019251-R0	Protein of unknown function
SpGA2022_019252-R0	Similar to CRPK1: Cold-responsive protein kinase 1 (Arabidopsis thaliana)
SpGA2022_019253-R0	Protein of unknown function
SpGA2022_019254-R0	Similar to RH53: DEAD-box ATP-dependent RNA helicase 53%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019255-R0	Similar to ORRM2: Organelle RRM domain-containing protein 2%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019255-R1	Similar to ORRM2: Organelle RRM domain-containing protein 2%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_055796-R0	Similar to PSPTO_1126: Renalase (Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000))
SpGA2022_019257-R0	Protein of unknown function
SpGA2022_019258-R0	Protein of unknown function
SpGA2022_019259-R0	Protein of unknown function
SpGA2022_019260-R0	Protein of unknown function
SpGA2022_055797-R0	Similar to HEN1: Small RNA 2'-O-methyltransferase (Arabidopsis thaliana)
SpGA2022_019262-R0	Protein of unknown function
SpGA2022_019263-R0	Similar to At1g78830: EP1-like glycoprotein 2 (Arabidopsis thaliana)
SpGA2022_055798-R0	Similar to At1g78830: EP1-like glycoprotein 2 (Arabidopsis thaliana)
SpGA2022_019265-R0	Similar to At1g78830: EP1-like glycoprotein 2 (Arabidopsis thaliana)
SpGA2022_019266-R0	Similar to At1g78830: EP1-like glycoprotein 2 (Arabidopsis thaliana)
SpGA2022_055799-R0	Similar to GHR1: LRR receptor-like serine/threonine-protein kinase GHR1 (Arabidopsis thaliana)
SpGA2022_055800-R0	Protein of unknown function
SpGA2022_055801-R0	Similar to POGLUT1: Protein O-glucosyltransferase 1 (Bos taurus)
SpGA2022_019270-R0	Protein of unknown function
SpGA2022_019271-R0	Similar to PSBR: Photosystem II 10 kDa polypeptide%2C chloroplastic (Solanum tuberosum)
SpGA2022_019272-R0	Protein of unknown function
SpGA2022_055802-R0	Similar to ytqB: Putative rRNA methylase YtqB (Bacillus subtilis (strain 168))
SpGA2022_019275-R0	Similar to Kxd1: KxDL motif-containing protein 1 (Rattus norvegicus)
SpGA2022_019276-R0	Similar to HOX32: Homeobox-leucine zipper protein HOX32 (Oryza sativa subsp. japonica)
SpGA2022_019277-R0	Similar to PEX1: Pollen-specific leucine-rich repeat extensin-like protein 1 (Arabidopsis thaliana)
SpGA2022_019278-R0	Protein of unknown function
SpGA2022_019279-R0	Similar to Ppp6r3: Serine/threonine-protein phosphatase 6 regulatory subunit 3 (Mus musculus)
SpGA2022_055803-R0	Protein of unknown function
SpGA2022_055804-R0	Similar to AIR9: 187-kDa microtubule-associated protein AIR9 (Arabidopsis thaliana)
SpGA2022_055805-R0	Similar to CAT1: Cationic amino acid transporter 1 (Arabidopsis thaliana)
SpGA2022_019283-R0	Protein of unknown function
SpGA2022_019284-R0	Protein of unknown function
SpGA2022_019285-R0	Similar to Os04g0379900: Stearoyl-[acyl-carrier-protein] 9-desaturase 5%2C chloroplastic (Oryza sativa subsp. japonica)
SpGA2022_019286-R0	Similar to PEX13: Peroxisomal membrane protein 13 (Arabidopsis thaliana)
SpGA2022_019287-R0	Similar to At5g46170: F-box protein At5g46170 (Arabidopsis thaliana)
SpGA2022_019288-R0	Protein of unknown function
SpGA2022_055806-R0	Similar to TCP2: Transcription factor TCP2 (Arabidopsis thaliana)
SpGA2022_055807-R0	Protein of unknown function
SpGA2022_019291-R0	Protein of unknown function
SpGA2022_019292-R0	Protein of unknown function
SpGA2022_055808-R0	Similar to INT2: Probable inositol transporter 2 (Arabidopsis thaliana)
SpGA2022_019294-R0	Similar to ALIS2: Putative ALA-interacting subunit 2 (Arabidopsis thaliana)
SpGA2022_019295-R0	Similar to NOP2C: rRNA (cytosine-C(5))-methyltransferase NOP2C (Arabidopsis thaliana)
SpGA2022_019295-R1	Similar to RAM2: Glycerol-3-phosphate acyltransferase RAM2 (Medicago truncatula)
SpGA2022_019295-R2	Similar to RAM2: Glycerol-3-phosphate acyltransferase RAM2 (Medicago truncatula)
SpGA2022_019296-R0	Similar to CIPK23: CBL-interacting serine/threonine-protein kinase 23 (Arabidopsis thaliana)
SpGA2022_055811-R0	Similar to IF2CP: Translation initiation factor IF-2%2C chloroplastic (Phaseolus vulgaris)
SpGA2022_055812-R0	Protein of unknown function
SpGA2022_019299-R0	Similar to SYP51: Syntaxin-51 (Arabidopsis thaliana)
SpGA2022_019300-R0	Protein of unknown function
SpGA2022_019301-R0	Similar to PID: Protein kinase PINOID (Oryza sativa subsp. japonica)
SpGA2022_019302-R0	Protein of unknown function
SpGA2022_019303-R0	Protein of unknown function
SpGA2022_019304-R0	Similar to DALL4: Phospholipase A1-Igamma1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019305-R0	Similar to PCMP-E63: Pentatricopeptide repeat-containing protein At1g53600%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019306-R0	Similar to PCMP-E63: Pentatricopeptide repeat-containing protein At1g53600%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019307-R0	Similar to DALL4: Phospholipase A1-Igamma1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019308-R0	Protein of unknown function
SpGA2022_019309-R0	Protein of unknown function
SpGA2022_019310-R0	Similar to BAG3: BAG family molecular chaperone regulator 3 (Arabidopsis thaliana)
SpGA2022_019311-R0	Similar to Nolc1: Nucleolar and coiled-body phosphoprotein 1 (Rattus norvegicus)
SpGA2022_019312-R0	Protein of unknown function
SpGA2022_019313-R0	Protein of unknown function
SpGA2022_019314-R0	Protein of unknown function
SpGA2022_019315-R0	Protein of unknown function
SpGA2022_055813-R0	Similar to CUL4: Cullin-4 (Arabidopsis thaliana)
SpGA2022_019317-R0	Protein of unknown function
SpGA2022_019318-R0	Protein of unknown function
SpGA2022_055814-R0	Protein of unknown function
SpGA2022_019320-R0	Protein of unknown function
SpGA2022_019321-R0	Protein of unknown function
SpGA2022_019322-R0	Similar to TUFA: Elongation factor Tu%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_055815-R0	Similar to GATA26: GATA transcription factor 26 (Arabidopsis thaliana)
SpGA2022_055816-R0	Similar to RABD2A: Ras-related protein RABD2a (Arabidopsis thaliana)
SpGA2022_019324-R0	Protein of unknown function
SpGA2022_019326-R0	Protein of unknown function
SpGA2022_019327-R0	Protein of unknown function
SpGA2022_019328-R0	Protein of unknown function
SpGA2022_019329-R0	Protein of unknown function
SpGA2022_019330-R0	Protein of unknown function
SpGA2022_019331-R0	Protein of unknown function
SpGA2022_019331-R1	Protein of unknown function
SpGA2022_019332-R0	Protein of unknown function
SpGA2022_019333-R0	Protein of unknown function
SpGA2022_055818-R0	Protein of unknown function
SpGA2022_019335-R0	Similar to SPO11-2: Meiotic recombination protein SPO11-2 (Oryza sativa subsp. indica)
SpGA2022_019336-R0	Similar to AGL62: Agamous-like MADS-box protein AGL62 (Arabidopsis thaliana)
SpGA2022_055819-R0	Similar to At4g10440: Probable methyltransferase PMT17 (Arabidopsis thaliana)
SpGA2022_019338-R0	Protein of unknown function
SpGA2022_019339-R0	Similar to CYP89A2: Cytochrome P450 89A2 (Arabidopsis thaliana)
SpGA2022_019339-R1	Similar to CYP89A2: Cytochrome P450 89A2 (Arabidopsis thaliana)
SpGA2022_019340-R0	Similar to GT-2: Trihelix transcription factor GT-2 (Arabidopsis thaliana)
SpGA2022_019340-R1	Similar to GT-2: Trihelix transcription factor GT-2 (Arabidopsis thaliana)
SpGA2022_019341-R0	Protein of unknown function
SpGA2022_055822-R0	Similar to EDR2L: Protein ENHANCED DISEASE RESISTANCE 2-like (Arabidopsis thaliana)
SpGA2022_055823-R0	Similar to MEBL: Membrane protein of ER body-like protein (Arabidopsis thaliana)
SpGA2022_019344-R0	Protein of unknown function
SpGA2022_019345-R0	Similar to OFP13: Transcription repressor OFP13 (Arabidopsis thaliana)
SpGA2022_019346-R0	Protein of unknown function
SpGA2022_055824-R0	Similar to FRO6: Ferric reduction oxidase 6 (Arabidopsis thaliana)
SpGA2022_055825-R0	Similar to UPM1: S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019349-R0	Similar to At5g52780: Uncharacterized protein PAM68-like (Arabidopsis thaliana)
SpGA2022_055826-R0	Similar to UCH3: Ubiquitin carboxyl-terminal hydrolase 3 (Arabidopsis thaliana)
SpGA2022_019351-R0	Similar to mindy1: Ubiquitin carboxyl-terminal hydrolase MINDY-1 (Danio rerio)
SpGA2022_019351-R1	Similar to mindy1: Ubiquitin carboxyl-terminal hydrolase MINDY-1 (Danio rerio)
SpGA2022_019352-R0	Similar to SCPL39: Serine carboxypeptidase-like 39 (Arabidopsis thaliana)
SpGA2022_019353-R0	Protein of unknown function
SpGA2022_019354-R0	Similar to MOS2: Protein MOS2 (Arabidopsis thaliana)
SpGA2022_055828-R0	Similar to At1g09900: Pentatricopeptide repeat-containing protein At1g09900 (Arabidopsis thaliana)
SpGA2022_019356-R0	Similar to RRP15: RRP15-like protein (Homo sapiens)
SpGA2022_019357-R0	Protein of unknown function
SpGA2022_019358-R0	Similar to SBH2: Sphinganine C4-monooxygenase 2 (Arabidopsis thaliana)
SpGA2022_019359-R0	Similar to SBH2: Sphinganine C4-monooxygenase 2 (Arabidopsis thaliana)
SpGA2022_019360-R0	Similar to TSC10B: 3-dehydrosphinganine reductase TSC10B (Arabidopsis thaliana)
SpGA2022_019361-R0	Similar to TSC10A: 3-dehydrosphinganine reductase TSC10A (Arabidopsis thaliana)
SpGA2022_055829-R0	Similar to SBH2: Sphinganine C4-monooxygenase 2 (Arabidopsis thaliana)
SpGA2022_019363-R0	Protein of unknown function
SpGA2022_019364-R0	Protein of unknown function
SpGA2022_019364-R1	Protein of unknown function
SpGA2022_019365-R0	Protein of unknown function
SpGA2022_019366-R0	Similar to OsI_07785: NAP1-related protein 2 (Oryza sativa subsp. indica)
SpGA2022_055831-R0	Similar to Hgh1: Protein HGH1 homolog (Mus musculus)
SpGA2022_019369-R0	Protein of unknown function
SpGA2022_019370-R0	Similar to pof4: Elongin-A (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_055832-R0	Similar to THADA: Thyroid adenoma-associated protein homolog (Gallus gallus)
SpGA2022_019372-R0	Similar to Hdhd3: Haloacid dehalogenase-like hydrolase domain-containing protein 3 (Mus musculus)
SpGA2022_019373-R0	Similar to CUL3B: Cullin-3B (Arabidopsis thaliana)
SpGA2022_019374-R0	Protein of unknown function
SpGA2022_019375-R0	Similar to TCP15: Transcription factor TCP15 (Arabidopsis thaliana)
SpGA2022_019376-R0	Similar to IRO3: Protein IRON-RELATED TRANSCRIPTION FACTOR 3 (Oryza sativa subsp. japonica)
SpGA2022_019377-R0	Similar to EB1B: Microtubule-associated protein RP/EB family member 1B (Arabidopsis thaliana)
SpGA2022_019378-R0	Similar to RPS9C: 40S ribosomal protein S9-2 (Arabidopsis thaliana)
SpGA2022_019379-R0	Similar to ILI5: Transcription factor ILI5 (Oryza sativa subsp. japonica)
SpGA2022_019380-R0	Protein of unknown function
SpGA2022_055833-R0	Similar to NCED1: 9-cis-epoxycarotenoid dioxygenase NCED1%2C chloroplastic (Oryza sativa subsp. japonica)
SpGA2022_019382-R0	Protein of unknown function
SpGA2022_019383-R0	Protein of unknown function
SpGA2022_019384-R0	Similar to TUBA: Tubulin alpha chain (Prunus dulcis)
SpGA2022_019385-R0	Protein of unknown function
SpGA2022_019386-R0	Similar to At3g28850: Uncharacterized protein At3g28850 (Arabidopsis thaliana)
SpGA2022_055834-R0	Similar to PBL3: Probable serine/threonine-protein kinase PBL3 (Arabidopsis thaliana)
SpGA2022_019388-R0	Similar to PCMP-E82: Putative pentatricopeptide repeat-containing protein At3g05240 (Arabidopsis thaliana)
SpGA2022_019388-R1	Similar to PCMP-E82: Putative pentatricopeptide repeat-containing protein At3g05240 (Arabidopsis thaliana)
SpGA2022_055836-R0	Similar to GALM: Galactose mutarotase (Bos taurus)
SpGA2022_055837-R0	Similar to RPL15: 60S ribosomal protein L15 (Petunia hybrida)
SpGA2022_019391-R0	Similar to LIMYB: L10-interacting MYB domain-containing protein (Arabidopsis thaliana)
SpGA2022_055838-R0	Similar to At1g71790: Probable F-actin-capping protein subunit beta (Arabidopsis thaliana)
SpGA2022_019393-R0	Similar to NRPD2: DNA-directed RNA polymerases IV and V subunit 2 (Arabidopsis thaliana)
SpGA2022_055839-R0	Similar to WRKY19: Probable WRKY transcription factor 19 (Arabidopsis thaliana)
SpGA2022_055840-R0	Similar to PDCD2L: Programmed cell death protein 2-like (Gallus gallus)
SpGA2022_055841-R0	Similar to MSP1: Outer mitochondrial transmembrane helix translocase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
SpGA2022_019396-R0	Protein of unknown function
SpGA2022_019397-R0	Protein of unknown function
SpGA2022_055842-R0	Similar to PCMP-E52: Pentatricopeptide repeat-containing protein At4g39530 (Arabidopsis thaliana)
SpGA2022_019399-R0	Similar to BXL4: Beta-D-xylosidase 4 (Arabidopsis thaliana)
SpGA2022_019400-R0	Similar to SK3: Shikimate kinase 3%2C chloroplastic (Oryza sativa subsp. japonica)
SpGA2022_019401-R0	Protein of unknown function
SpGA2022_019402-R0	Protein of unknown function
SpGA2022_019403-R0	Protein of unknown function
SpGA2022_019404-R0	Protein of unknown function
SpGA2022_019405-R0	Similar to Anthocyanin 5-aromatic acyltransferase (Gentiana triflora)
SpGA2022_019405-R1	Similar to 3MAT: Malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase (Dahlia pinnata)
SpGA2022_019406-R0	Similar to RPL27AC: 60S ribosomal protein L27a-3 (Arabidopsis thaliana)
SpGA2022_019407-R0	Similar to BAK1: LRR receptor kinase BAK1 (Oryza sativa subsp. japonica)
SpGA2022_019408-R0	Similar to Os08g0174900: CRS2-associated factor 1%2C mitochondrial (Oryza sativa subsp. japonica)
SpGA2022_055844-R0	Similar to ABC1K8: Protein ACTIVITY OF BC1 COMPLEX KINASE 8%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019410-R0	Similar to RPS16: 40S ribosomal protein S16 (Fritillaria agrestis)
SpGA2022_019411-R0	Similar to RER1: Protein RETICULATA-RELATED 1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_055845-R0	Similar to PIE1: Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 (Arabidopsis thaliana)
SpGA2022_019413-R0	Similar to MTERF15: Transcription termination factor MTERF15%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019414-R0	Similar to MTERF8: Transcription termination factor MTERF8%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019415-R0	Similar to AGT2: Alanine--glyoxylate aminotransferase 2 homolog 1%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019416-R0	Similar to RAE1: Protein RAE1 (Arabidopsis thaliana)
SpGA2022_019417-R0	Similar to Os08g0176100: Phosphopantothenate--cysteine ligase 2 (Oryza sativa subsp. japonica)
SpGA2022_019418-R0	Similar to GGT1: Glutathione hydrolase 1 (Arabidopsis thaliana)
SpGA2022_019419-R0	Similar to EPF2: Protein EPIDERMAL PATTERNING FACTOR 2 (Arabidopsis thaliana)
SpGA2022_019420-R0	Similar to ATPD: ATP synthase delta chain%2C chloroplastic (Nicotiana tabacum)
SpGA2022_019421-R0	Protein of unknown function
SpGA2022_055846-R0	Similar to UBA2A: UBP1-associated protein 2A (Arabidopsis thaliana)
SpGA2022_019423-R0	Similar to RPN7: 26S proteasome non-ATPase regulatory subunit 6 homolog (Arabidopsis thaliana)
SpGA2022_019424-R0	Similar to RPN7: 26S proteasome non-ATPase regulatory subunit 6 (Oryza sativa subsp. japonica)
SpGA2022_019425-R0	Protein of unknown function
SpGA2022_019427-R0	Protein of unknown function
SpGA2022_055847-R0	Similar to MUCI70: Probable hexosyltransferase MUCI70 (Arabidopsis thaliana)
SpGA2022_019429-R0	Similar to RPS19: Ribosomal protein S19%2C mitochondrial (Petunia hybrida)
SpGA2022_055848-R0	Similar to PCMP-A2: Pentatricopeptide repeat-containing protein At4g18520%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_055849-R0	Protein of unknown function
SpGA2022_019432-R0	Similar to MUB3: Membrane-anchored ubiquitin-fold protein 3 (Oryza sativa subsp. japonica)
SpGA2022_055850-R0	Similar to At1g22040: F-box/kelch-repeat protein At1g22040 (Arabidopsis thaliana)
SpGA2022_019434-R0	Protein of unknown function
SpGA2022_019435-R0	Similar to ptmH: Short-chain dehydrogenase ptmH (Penicillium simplicissimum)
